t,x,y,z
1768076946.415591,-0.04752529268513184,0.02479401833190148,0.34070223374759245
1768076946.4267807,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.4378,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.448693,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.4595392,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.4704363,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.4814327,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.492263,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.5031483,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.5143645,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.5251791,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.5362964,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.5473588,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.5583496,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.5691583,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.580109,0.02979844446260327,0.036638652923185286,0.3876942265427991
1768076946.59115,0.031976151025073854,0.03497419427336469,0.3912014897830227
1768076946.6019802,0.031976151025073854,0.03497419427336469,0.3912014897830227
1768076946.6130195,0.031976151025073854,0.03497419427336469,0.3912014897830227
1768076946.624157,0.031976151025073854,0.03497419427336469,0.3912014897830227
1768076946.6352553,0.031976151025073854,0.03497419427336469,0.3912014897830227
1768076946.647473,0.031976151025073854,0.03497419427336469,0.3912014897830227
1768076946.6586585,0.031976151025073854,0.03497419427336469,0.3912014897830227
1768076946.6695693,0.031976151025073854,0.03497419427336469,0.3912014897830227
1768076946.6803827,0.03308271181341696,0.03465724707482587,0.391818702694176
1768076946.69137,0.03308271181341696,0.03465724707482587,0.391818702694176
1768076946.7025304,0.03308271181341696,0.03465724707482587,0.391818702694176
1768076946.7136688,0.03308271181341696,0.03465724707482587,0.391818702694176
1768076946.7246642,0.03308271181341696,0.03465724707482587,0.391818702694176
1768076946.7359989,0.03308271181341696,0.03465724707482587,0.391818702694176
1768076946.7469032,0.03308271181341696,0.03465724707482587,0.391818702694176
1768076946.7583463,0.03308271181341696,0.03465724707482587,0.391818702694176
1768076946.769912,0.03308271181341696,0.03465724707482587,0.391818702694176
1768076946.7808619,0.03308271181341696,0.03465724707482587,0.391818702694176
1768076946.7916355,0.03602320750561264,0.035092428531472986,0.3898054086391541
1768076946.8026724,0.03602320750561264,0.035092428531472986,0.3898054086391541
1768076946.8138397,0.03602320750561264,0.035092428531472986,0.3898054086391541
1768076946.8248267,0.03602320750561264,0.035092428531472986,0.3898054086391541
1768076946.835514,0.03602320750561264,0.035092428531472986,0.3898054086391541
1768076946.8481357,0.03602320750561264,0.035092428531472986,0.3898054086391541
1768076946.859616,0.03602320750561264,0.035092428531472986,0.3898054086391541
1768076946.8706815,0.03602320750561264,0.035092428531472986,0.3898054086391541
1768076946.8814778,0.03602320750561264,0.035092428531472986,0.3898054086391541
1768076946.8940005,0.03602320750561264,0.035092428531472986,0.3898054086391541
1768076946.9050152,0.038941103144832484,0.03440216035676896,0.3897419521530216
1768076946.9158082,0.038941103144832484,0.03440216035676896,0.3897419521530216
1768076946.9268131,0.038941103144832484,0.03440216035676896,0.3897419521530216
1768076946.9378014,0.038941103144832484,0.03440216035676896,0.3897419521530216
1768076946.948631,0.038941103144832484,0.03440216035676896,0.3897419521530216
1768076946.9598827,0.038941103144832484,0.03440216035676896,0.3897419521530216
1768076946.9731379,0.038941103144832484,0.03440216035676896,0.3897419521530216
1768076946.984617,0.038941103144832484,0.03440216035676896,0.3897419521530216
1768076946.995736,0.038941103144832484,0.03440216035676896,0.3897419521530216
1768076947.00672,0.038941103144832484,0.03440216035676896,0.3897419521530216
1768076947.0175352,0.0411338335877481,0.03508215647676732,0.3880341924559203
1768076947.0284317,0.0411338335877481,0.03508215647676732,0.3880341924559203
1768076947.0395768,0.0411338335877481,0.03508215647676732,0.3880341924559203
1768076947.050552,0.0411338335877481,0.03508215647676732,0.3880341924559203
1768076947.0612807,0.0411338335877481,0.03508215647676732,0.3880341924559203
1768076947.0723696,0.0411338335877481,0.03508215647676732,0.3880341924559203
1768076947.0832496,0.0411338335877481,0.03508215647676732,0.3880341924559203
1768076947.0941632,0.0411338335877481,0.03508215647676732,0.3880341924559203
1768076947.1054082,0.0411338335877481,0.03508215647676732,0.3880341924559203
1768076947.1161757,0.0411338335877481,0.03508215647676732,0.3880341924559203
1768076947.1272736,0.0411338335877481,0.03508215647676732,0.3880341924559203
1768076947.1382525,0.04256934718957012,0.03254215133037938,0.39451163207244133
1768076947.149124,0.04256934718957012,0.03254215133037938,0.39451163207244133
1768076947.1600692,0.04256934718957012,0.03254215133037938,0.39451163207244133
1768076947.171088,0.04256934718957012,0.03254215133037938,0.39451163207244133
1768076947.182002,0.04256934718957012,0.03254215133037938,0.39451163207244133
1768076947.1932104,0.04256934718957012,0.03254215133037938,0.39451163207244133
1768076947.2041728,0.04256934718957012,0.03254215133037938,0.39451163207244133
1768076947.2152145,0.04256934718957012,0.03254215133037938,0.39451163207244133
1768076947.2260847,0.043622080187803676,0.03389242421642032,0.3919668074534642
1768076947.236849,0.043622080187803676,0.03389242421642032,0.3919668074534642
1768076947.248357,0.043622080187803676,0.03389242421642032,0.3919668074534642
1768076947.259591,0.043622080187803676,0.03389242421642032,0.3919668074534642
1768076947.270536,0.043622080187803676,0.03389242421642032,0.3919668074534642
1768076947.2813916,0.043622080187803676,0.03389242421642032,0.3919668074534642
1768076947.292321,0.043622080187803676,0.03389242421642032,0.3919668074534642
1768076947.303327,0.043622080187803676,0.03389242421642032,0.3919668074534642
1768076947.3142128,0.043622080187803676,0.03389242421642032,0.3919668074534642
1768076947.3254955,0.043622080187803676,0.03389242421642032,0.3919668074534642
1768076947.3363645,0.046339569295526004,0.03517504179233097,0.3880083733148243
1768076947.347305,0.046339569295526004,0.03517504179233097,0.3880083733148243
1768076947.3586366,0.046339569295526004,0.03517504179233097,0.3880083733148243
1768076947.369831,0.046339569295526004,0.03517504179233097,0.3880083733148243
1768076947.3808792,0.046339569295526004,0.03517504179233097,0.3880083733148243
