t,x,y,z,event_type
1770586471.2058775,-0.1529797798598533,0.008108590324165499,0.5078213383843122,CV_UPDATE
1770586471.2163246,-0.14761500889891616,0.01528575374135023,0.4964104000768857,CV_UPDATE
1770586471.2267303,-0.14761500889891616,0.01528575374135023,0.4964104000768857,CV_UPDATE
1770586471.2371736,-0.14761500889891616,0.01528575374135023,0.4964104000768857,CV_UPDATE
1770586471.247875,-0.14761500889891616,0.01528575374135023,0.4964104000768857,CV_UPDATE
1770586471.2586951,-0.1548714074384114,0.003300031101166126,0.5169397108877354,CV_UPDATE
1770586471.269477,-0.1548714074384114,0.003300031101166126,0.5169397108877354,CV_UPDATE
1770586471.2798276,-0.1548714074384114,0.003300031101166126,0.5169397108877354,CV_UPDATE
1770586471.2904549,-0.1548714074384114,0.003300031101166126,0.5169397108877354,CV_UPDATE
1770586471.3012297,-0.15199312049225105,0.01326593635738231,0.503918866426476,CV_UPDATE
1770586471.311716,-0.15199312049225105,0.01326593635738231,0.503918866426476,CV_UPDATE
1770586471.322365,-0.1475255132807685,0.012291638878261485,0.49500352023595645,CV_UPDATE
1770586471.3331969,-0.1475255132807685,0.012291638878261485,0.49500352023595645,CV_UPDATE
1770586471.343594,-0.1475255132807685,0.012291638878261485,0.49500352023595645,CV_UPDATE
1770586471.354207,-0.15067936847970356,0.006109912352302765,0.5132658018071645,CV_UPDATE
1770586471.364701,-0.15067936847970356,0.006109912352302765,0.5132658018071645,CV_UPDATE
1770586471.375264,-0.15067936847970356,0.006109912352302765,0.5132658018071645,CV_UPDATE
1770586471.3856637,-0.15067936847970356,0.006109912352302765,0.5132658018071645,CV_UPDATE
1770586471.3965044,-0.15067936847970356,0.006109912352302765,0.5132658018071645,CV_UPDATE
1770586471.4071805,-0.15067936847970356,0.006109912352302765,0.5132658018071645,CV_UPDATE
1770586471.4176278,-0.15067936847970356,0.006109912352302765,0.5132658018071645,CV_UPDATE
1770586471.4284706,-0.1364848805108495,0.012868784253271981,0.48924258269985327,CV_UPDATE
1770586471.4387941,-0.1364848805108495,0.012868784253271981,0.48924258269985327,CV_UPDATE
1770586471.4493642,-0.1364848805108495,0.012868784253271981,0.48924258269985327,CV_UPDATE
1770586471.4599497,-0.15220565732559754,0.007677234790597273,0.5078321472488375,CV_UPDATE
1770586471.470658,-0.15220565732559754,0.007677234790597273,0.5078321472488375,CV_UPDATE
1770586471.481465,-0.14098599307182014,0.01258214422188493,0.4942805867187068,CV_UPDATE
1770586471.491935,-0.14098599307182014,0.01258214422188493,0.4942805867187068,CV_UPDATE
1770586471.5022902,-0.14098599307182014,0.01258214422188493,0.4942805867187068,CV_UPDATE
1770586471.5131042,-0.15762002355544594,0.00037000240898940606,0.5285082008852078,CV_UPDATE
1770586471.5237012,-0.15762002355544594,0.00037000240898940606,0.5285082008852078,CV_UPDATE
1770586471.5341322,-0.15762002355544594,0.00037000240898940606,0.5285082008852078,CV_UPDATE
1770586471.5447605,-0.15762002355544594,0.00037000240898940606,0.5285082008852078,CV_UPDATE
1770586471.5558305,-0.15276249615668325,0.005116374729884771,0.5172440974265927,CV_UPDATE
1770586471.5663667,-0.15276249615668325,0.005116374729884771,0.5172440974265927,CV_UPDATE
1770586471.5771105,-0.15276249615668325,0.005116374729884771,0.5172440974265927,CV_UPDATE
1770586471.5881932,-0.15276249615668325,0.005116374729884771,0.5172440974265927,CV_UPDATE
1770586471.5998907,-0.15120098223455053,0.006124448942513794,0.5141172335492981,CV_UPDATE
1770586471.610351,-0.15120098223455053,0.006124448942513794,0.5141172335492981,CV_UPDATE
1770586471.6214879,-0.1520715694883102,0.008305004402061805,0.507334490651648,CV_UPDATE
1770586471.6318388,-0.1520715694883102,0.008305004402061805,0.507334490651648,CV_UPDATE
1770586471.6426053,-0.1520715694883102,0.008305004402061805,0.507334490651648,CV_UPDATE
1770586471.653501,-0.1520715694883102,0.008305004402061805,0.507334490651648,CV_UPDATE
1770586471.664027,-0.1520715694883102,0.008305004402061805,0.507334490651648,CV_UPDATE
1770586471.6751928,-0.1520715694883102,0.008305004402061805,0.507334490651648,CV_UPDATE
1770586471.6857612,-0.1520715694883102,0.008305004402061805,0.507334490651648,CV_UPDATE
1770586471.696543,-0.1545995769327486,0.010180460254596208,0.5034605092727598,CV_UPDATE
1770586471.7071986,-0.1545995769327486,0.010180460254596208,0.5034605092727598,CV_UPDATE
1770586471.717533,-0.1545995769327486,0.010180460254596208,0.5034605092727598,CV_UPDATE
1770586471.728113,-0.1545995769327486,0.010180460254596208,0.5034605092727598,CV_UPDATE
1770586471.7384307,-0.1545995769327486,0.010180460254596208,0.5034605092727598,CV_UPDATE
1770586471.7488315,-0.1545995769327486,0.010180460254596208,0.5034605092727598,CV_UPDATE
1770586471.7591238,-0.1545995769327486,0.010180460254596208,0.5034605092727598,CV_UPDATE
1770586471.769746,-0.13592504437592726,0.013197972441186215,0.4856965596302184,CV_UPDATE
1770586471.779966,-0.13592504437592726,0.013197972441186215,0.4856965596302184,CV_UPDATE
1770586471.7902937,-0.13592504437592726,0.013197972441186215,0.4856965596302184,CV_UPDATE
1770586471.8006597,-0.13592504437592726,0.013197972441186215,0.4856965596302184,CV_UPDATE
1770586471.8110523,-0.13592504437592726,0.013197972441186215,0.4856965596302184,CV_UPDATE
1770586471.821612,-0.15707354917564556,0.00910723544813527,0.5083516527246495,CV_UPDATE
1770586471.832482,-0.15237839696233033,0.007870893406984103,0.5080272294252101,CV_UPDATE
1770586471.8428214,-0.15237839696233033,0.007870893406984103,0.5080272294252101,CV_UPDATE
1770586471.8535442,-0.14484210170396658,0.011169467519779139,0.49760100820021,CV_UPDATE
1770586471.8640096,-0.15096891884065253,0.0033983939366237503,0.5164342272965323,CV_UPDATE
1770586471.874427,-0.16039400399105616,0.0017960935854514776,0.5255657570051793,CV_UPDATE
1770586471.884938,-0.16039400399105616,0.0017960935854514776,0.5255657570051793,CV_UPDATE
1770586471.8952403,-0.16039400399105616,0.0017960935854514776,0.5255657570051793,CV_UPDATE
1770586471.905934,-0.16039400399105616,0.0017960935854514776,0.5255657570051793,CV_UPDATE
1770586471.9167416,-0.16039400399105616,0.0017960935854514776,0.5255657570051793,CV_UPDATE
1770586471.9272594,-0.16039400399105616,0.0017960935854514776,0.5255657570051793,CV_UPDATE
1770586471.9377687,-0.16039400399105616,0.0017960935854514776,0.5255657570051793,CV_UPDATE
1770586471.9483533,-0.141124783720825,0.013528618593808855,0.4872679881767885,CV_UPDATE
1770586471.9589324,-0.14472926076725376,0.011773873244383962,0.49495807186736923,CV_UPDATE
1770586471.9692197,-0.14600310278006243,0.01386279555165372,0.4916154061046936,CV_UPDATE
1770586471.9797664,-0.14600310278006243,0.01386279555165372,0.4916154061046936,CV_UPDATE
1770586471.9900436,-0.14600310278006243,0.01386279555165372,0.4916154061046936,CV_UPDATE
1770586472.0007832,-0.14600310278006243,0.01386279555165372,0.4916154061046936,CV_UPDATE
1770586472.011578,-0.15328282802002416,0.008913425581916157,0.5034746834810743,CV_UPDATE
1770586472.0220687,-0.15328282802002416,0.008913425581916157,0.5034746834810743,CV_UPDATE
1770586472.0326262,-0.15328282802002416,0.008913425581916157,0.5034746834810743,CV_UPDATE
1770586472.0433843,-0.15328282802002416,0.008913425581916157,0.5034746834810743,CV_UPDATE
1770586472.0543108,-0.15328282802002416,0.008913425581916157,0.5034746834810743,CV_UPDATE
1770586472.065111,-0.15328282802002416,0.008913425581916157,0.5034746834810743,CV_UPDATE
1770586472.0756915,-0.16224204753259322,0.008960772424120772,0.5108902725045887,CV_UPDATE
1770586472.0866406,-0.16224204753259322,0.008960772424120772,0.5108902725045887,CV_UPDATE
1770586472.097337,-0.16224204753259322,0.008960772424120772,0.5108902725045887,CV_UPDATE
1770586472.1081872,-0.15550767982901126,0.010655046336146251,0.4991960002213234,CV_UPDATE
1770586472.118849,-0.15550767982901126,0.010655046336146251,0.4991960002213234,CV_UPDATE
1770586472.1299734,-0.15550767982901126,0.010655046336146251,0.4991960002213234,CV_UPDATE
1770586472.1406784,-0.1671298599223735,0.007405382765245855,0.5150624348889213,CV_UPDATE
1770586472.1513507,-0.1671298599223735,0.007405382765245855,0.5150624348889213,CV_UPDATE
1770586472.1616669,-0.16229808281908648,0.00901003095284049,0.5054106816846035,CV_UPDATE
1770586472.1722727,-0.16229808281908648,0.00901003095284049,0.5054106816846035,CV_UPDATE
1770586472.1826973,-0.16229808281908648,0.00901003095284049,0.5054106816846035,CV_UPDATE
1770586472.193311,-0.16229808281908648,0.00901003095284049,0.5054106816846035,CV_UPDATE
1770586472.2037964,-0.16229808281908648,0.00901003095284049,0.5054106816846035,CV_UPDATE
1770586472.2147703,-0.1672957698229562,0.009045821971462656,0.5066710736770312,CV_UPDATE
1770586472.2254193,-0.1672957698229562,0.009045821971462656,0.5066710736770312,CV_UPDATE
1770586472.2359533,-0.1672957698229562,0.009045821971462656,0.5066710736770312,CV_UPDATE
1770586472.246706,-0.1672957698229562,0.009045821971462656,0.5066710736770312,CV_UPDATE
1770586472.2574432,-0.1672957698229562,0.009045821971462656,0.5066710736770312,CV_UPDATE
1770586472.2680955,-0.17288171648379308,0.007160663777235232,0.5117584455850904,CV_UPDATE
1770586472.2786367,-0.17288171648379308,0.007160663777235232,0.5117584455850904,CV_UPDATE
1770586472.289461,-0.16845370165979082,0.010724304006555205,0.5009266462397992,CV_UPDATE
1770586472.2999413,-0.16845370165979082,0.010724304006555205,0.5009266462397992,CV_UPDATE
1770586472.3104248,-0.16845370165979082,0.010724304006555205,0.5009266462397992,CV_UPDATE
1770586472.3214123,-0.16845370165979082,0.010724304006555205,0.5009266462397992,CV_UPDATE
1770586472.3320732,-0.16845370165979082,0.010724304006555205,0.5009266462397992,CV_UPDATE
1770586472.342336,-0.1693088686633097,0.011359647486245475,0.49704893659191807,CV_UPDATE
1770586472.3530087,-0.166934558380133,0.014095810101792394,0.48912015251160446,CV_UPDATE
1770586472.3637087,-0.166934558380133,0.014095810101792394,0.48912015251160446,CV_UPDATE
1770586472.3743246,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.3845308,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.3947375,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.4051592,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.4160457,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.426759,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.437119,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.447616,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.458471,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.4692118,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.479994,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.4906867,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.5013335,-0.17966875158563778,0.008046410580986652,0.5109192930084543,CV_UPDATE
1770586472.512174,-0.17648164188313956,0.008710058501813889,0.5047617483455833,CV_UPDATE
1770586472.522759,-0.17648164188313956,0.008710058501813889,0.5047617483455833,CV_UPDATE
1770586472.5330162,-0.17697687891442848,0.009369430439552073,0.5006023701170821,CV_UPDATE
1770586472.5436273,-0.17697687891442848,0.009369430439552073,0.5006023701170821,CV_UPDATE
1770586472.554015,-0.18027585434953852,0.011689374228252253,0.4981479687741929,CV_UPDATE
1770586472.5646899,-0.18027585434953852,0.011689374228252253,0.4981479687741929,CV_UPDATE
1770586472.575307,-0.18027585434953852,0.011689374228252253,0.4981479687741929,CV_UPDATE
1770586472.5859714,-0.18027585434953852,0.011689374228252253,0.4981479687741929,CV_UPDATE
1770586472.5966296,-0.17753391859736484,0.012231912506215456,0.4947837478041076,CV_UPDATE
1770586472.6069446,-0.17753391859736484,0.012231912506215456,0.4947837478041076,CV_UPDATE
1770586472.6173215,-0.17753391859736484,0.012231912506215456,0.4947837478041076,CV_UPDATE
1770586472.6280885,-0.18088730904423095,0.012040083699274812,0.49692176179521574,CV_UPDATE
1770586472.6384518,-0.18088730904423095,0.012040083699274812,0.49692176179521574,CV_UPDATE
1770586472.6490042,-0.18088730904423095,0.012040083699274812,0.49692176179521574,CV_UPDATE
1770586472.6594305,-0.17572835122369299,0.013756899828113137,0.4870987128484187,CV_UPDATE
1770586472.6697738,-0.17572835122369299,0.013756899828113137,0.4870987128484187,CV_UPDATE
1770586472.6801035,-0.17572835122369299,0.013756899828113137,0.4870987128484187,CV_UPDATE
1770586472.6910646,-0.17758473554826937,0.015432530369107189,0.48266747663407217,CV_UPDATE
1770586472.701968,-0.17758473554826937,0.015432530369107189,0.48266747663407217,CV_UPDATE
1770586472.7123375,-0.17758473554826937,0.015432530369107189,0.48266747663407217,CV_UPDATE
1770586472.7228887,-0.1833595235006087,0.014762819525319104,0.4883003735643039,CV_UPDATE
1770586472.7335126,-0.1833595235006087,0.014762819525319104,0.4883003735643039,CV_UPDATE
1770586472.7442403,-0.1833595235006087,0.014762819525319104,0.4883003735643039,CV_UPDATE
1770586472.7547414,-0.18216869720288703,0.015076079443113996,0.4849277174182362,CV_UPDATE
1770586472.7651863,-0.18216869720288703,0.015076079443113996,0.4849277174182362,CV_UPDATE
1770586472.7758727,-0.18216869720288703,0.015076079443113996,0.4849277174182362,CV_UPDATE
1770586472.7866828,-0.18425355812046698,0.015730876089089255,0.48386013568171476,CV_UPDATE
1770586472.7970903,-0.18425355812046698,0.015730876089089255,0.48386013568171476,CV_UPDATE
1770586472.808043,-0.18425355812046698,0.015730876089089255,0.48386013568171476,CV_UPDATE
1770586472.8188593,-0.191750553781948,0.013837215300256167,0.48762695393616473,CV_UPDATE
1770586472.829442,-0.191750553781948,0.013837215300256167,0.48762695393616473,CV_UPDATE
1770586472.8401139,-0.191750553781948,0.013837215300256167,0.48762695393616473,CV_UPDATE
1770586472.850737,-0.191750553781948,0.013837215300256167,0.48762695393616473,CV_UPDATE
1770586472.8614576,-0.191750553781948,0.013837215300256167,0.48762695393616473,CV_UPDATE
1770586472.8721898,-0.191750553781948,0.013837215300256167,0.48762695393616473,CV_UPDATE
1770586472.883046,-0.19613993207132893,0.012640086292053751,0.4973284651397374,CV_UPDATE
1770586472.8938112,-0.19613993207132893,0.012640086292053751,0.4973284651397374,CV_UPDATE
1770586472.905401,-0.19613993207132893,0.012640086292053751,0.4973284651397374,CV_UPDATE
1770586472.9168136,-0.19613993207132893,0.012640086292053751,0.4973284651397374,CV_UPDATE
1770586472.927694,-0.20590347886236676,0.010065779739737865,0.5096610514117467,CV_UPDATE
1770586472.9380996,-0.20590347886236676,0.010065779739737865,0.5096610514117467,CV_UPDATE
1770586472.9487207,-0.199175867249585,0.012950475548551,0.4958588102249957,CV_UPDATE
1770586472.9591627,-0.199175867249585,0.012950475548551,0.4958588102249957,CV_UPDATE
1770586472.9695206,-0.19826208461523595,0.0114448999597105,0.49400087667765735,CV_UPDATE
1770586472.9798288,-0.19826208461523595,0.0114448999597105,0.49400087667765735,CV_UPDATE
1770586472.9907568,-0.19826208461523595,0.0114448999597105,0.49400087667765735,CV_UPDATE
