t,x,y,z
0.0,-0.15158396405218383,0.00962049508247701,0.5052916667363738
0.010447025299072266,-0.15227335611999956,0.009828531882169513,0.5063981264185988
0.052817583084106445,-0.1516955803121744,0.01010943948420085,0.5058598427193025
0.0953521728515625,-0.15030356323551788,0.010365294406398337,0.5043519256206858
0.11648750305175781,-0.14855023149683966,0.01049817316658929,0.5025494851049492
0.148329496383667,-0.14688851170294953,0.010410152282601053,0.5011276311542949
0.22259306907653809,-0.1471587372053365,0.009148472853229905,0.503335364538144
0.2540721893310547,-0.14689507483397435,0.008836715140202333,0.5047150637379861
0.2755875587463379,-0.1479555982202994,0.006798056267632804,0.5092106771991847
0.30722665786743164,-0.15123050711961158,0.0061364942441259705,0.5133205962099383
0.34995293617248535,-0.15065224488743426,0.006794001377531963,0.5110018701790112
0.3940131664276123,-0.15192219553360747,0.006851306984403631,0.5113981622097244
0.41561031341552734,-0.15136161850040575,0.007680751142993944,0.508809360629215
0.4906654357910156,-0.15118881625789404,0.009005344741542015,0.5052077731015261
0.563868522644043,-0.14824217404254933,0.010886966717153355,0.49918699108533343
0.615734338760376,-0.1501554896547648,0.009250555600380267,0.5035661433607779
0.6266045570373535,-0.15049713626327188,0.008456953892288824,0.5052758467719426
0.6476666927337646,-0.15018845343007425,0.007618999203118277,0.5070292876837876
0.6581320762634277,-0.14932563288095452,0.007792695397542116,0.5064703803163344
0.6685495376586914,-0.1491359894069977,0.008124860938667267,0.505329841562232
0.7424757480621338,-0.14773353414177898,0.008994490647941073,0.5025458035501235
0.7530548572540283,-0.14831114543005847,0.009972000773643856,0.500287848627335
0.7633421421051025,-0.1507345440936205,0.010354107430294555,0.5006051492339962
0.8057005405426025,-0.152123583988088,0.011255080293156444,0.4992211900586633
0.8698139190673828,-0.15447827850532964,0.010964995746943287,0.5006348441309817
0.9023096561431885,-0.1603294412470584,0.009009462590490949,0.5072997868663304
0.9348008632659912,-0.16359983573820713,0.008506148375759704,0.5089280529538961
0.95578932762146,-0.166394715729459,0.008054007383563603,0.5099794849541632
1.0088927745819092,-0.16659196532850185,0.009277311349871264,0.5057246310888055
1.0622179508209229,-0.16781276804888012,0.009747583113507244,0.5036504021567649
1.0835833549499512,-0.17008830154168994,0.009980380071648467,0.5033475091576916
1.136458396911621,-0.1707229848672729,0.010266780847748564,0.5012765443312163
1.1471312046051025,-0.17309977917316488,0.010197757427959347,0.5015705638641468
1.1684470176696777,-0.17411292922382965,0.010405063650412157,0.500430437381807
1.3062963485717773,-0.17593894374426305,0.010506245711860115,0.5004091649327654
1.3271386623382568,-0.177896665631052,0.010212163559475487,0.5012245259803089
1.348137378692627,-0.17837762166236226,0.010655754861203298,0.4994174151058
1.3907520771026611,-0.17891222200825674,0.011410257401153864,0.4968464457524506
1.422210931777954,-0.17819774704305458,0.012927624760775813,0.4918118781090126
1.4535529613494873,-0.17854405050609945,0.01395473435908023,0.48918318253730403
1.48518705368042,-0.17914678047778398,0.014703790878731615,0.4863527688889363
1.5170111656188965,-0.18003196343156186,0.015129450588771798,0.4841513258232591
1.5488638877868652,-0.18381915416471473,0.014864121546620975,0.4859703365909771
1.5808053016662598,-0.1878589450314645,0.014537057909618803,0.48858366502721423
1.6129817962646484,-0.1922552709697669,0.013441176738513584,0.493648334085783
1.677168369293213,-0.1954812182422124,0.012635940792294673,0.4954957491646341
1.7218165397644043,-0.19782940000900975,0.012460233590776628,0.4956771382907594
1.7428431510925293,-0.20057374960408583,0.012394799340469324,0.4956145099270973
1.7636430263519287,-0.20152415143844984,0.01284801235836781,0.49351978369394034
1.880890130996704,-0.20092701789136702,0.014246512208569005,0.48802457677152145
1.8911747932434082,-0.20188814861006055,0.014862123141488933,0.48442911408198785
1.9446091651916504,-0.201529327139878,0.01572070537905995,0.4805437466380214
1.9657022953033447,-0.20348295206791855,0.015839052179650908,0.48072628207798174
2.007232189178467,-0.2037998604966158,0.016594127426893143,0.47851946395355593
2.060342311859131,-0.2051822462725333,0.016325155408717373,0.4791955999955133
2.0814425945281982,-0.20568988233202948,0.016522769017481516,0.4772348617790776
2.1687698364257812,-0.20502307947687648,0.01725531447553387,0.4742401255648382
2.201085329055786,-0.2058389927867047,0.017518839120821177,0.47251951304116124
2.2326135635375977,-0.20487540220880562,0.01843729989718424,0.4688362605263413
2.2437405586242676,-0.20395004865204114,0.01931167174595424,0.46491533590209866
2.286717414855957,-0.2032194089379457,0.01981191287065041,0.4621745337815696
2.318178176879883,-0.2029699867952976,0.020211574676880624,0.45981624010287203
2.3509552478790283,-0.20339943253412493,0.020448488403968432,0.4584706796343371
2.383273124694824,-0.2022788277428596,0.021515040758698544,0.45420229554478686
2.4041223526000977,-0.2040959769268543,0.021200299280407557,0.4546184279542107
2.5317249298095703,-0.2018411580847685,0.022420871871388498,0.44968916563452954
2.542433023452759,-0.203293636139707,0.022071890470666846,0.45037919277672894
2.5847737789154053,-0.20490473735068326,0.021859462156807626,0.45106220209042414
2.6488890647888184,-0.20365730387942757,0.022396050542378497,0.44919243703986134
2.681344747543335,-0.20284118221389258,0.022685284315073072,0.44825753638730775
